0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.9999999999999998,0.12546675339607635,0.2469410298667326,0.30466846534900904,0.352852167807561,0.13322246514180222,0.17631660085818723,0.23025925766909414,0.19414309378204975,0.20172688023882585,0.0746757900768204,0.32527267842808305,0.22655476470519278,0.22297490720834867,0.10404420475724013
0.12546675339607635,1.0000000000000002,0.41845643050389664,0.32366880934890685,0.10890375814652835,0.32636270699774317,0.1885802602654705,0.03807972992882235,0.3361925703531824,0.43503344843677993,0.30372487274187454,-0.013286200556817118,-0.026482176873317307,0.09517416033074763,0.25602967762251927
0.2469410298667326,0.41845643050389664,1.0000000000000004,0.2790496691613542,0.38430981028920286,0.10108183463872304,0.18166166156760488,0.19711801299530884,0.3401560861184193,0.43475504761105965,0.28806958022626067,0.09245164625635867,0.1324318860620751,0.09171939256277048,0.22632812451764722
0.30466846534900904,0.32366880934890685,0.2790496691613542,1.0000000000000004,0.17806024016830582,0.12348250742116017,0.14270454145311087,0.11620272767815859,0.3997986992265774,0.4576962538956052,0.41446129688538014,0.19465032516660152,0.12067972830472937,0.33015340353889816,0.4266043992329748
0.352852167807561,0.10890375814652835,0.38430981028920286,0.17806024016830582,1.0000000000000002,0.2299549764403323,0.2317012596100918,0.2621311267766566,0.0033817758571397447,0.3295090891815621,0.3037548440109151,0.33476002549260714,0.3165474828667685,0.12760760969824567,0.3505911013193267
0.13322246514180222,0.32636270699774317,0.10108183463872304,0.12348250742116017,0.2299549764403323,1.0,0.14819815749726165,0.2845101260828739,0.25741453042349005,0.26798391498994073,0.2062643049139304,0.11896147052803546,0.024877841866747602,0.1270085323291241,0.13019547297573553
0.17631660085818723,0.1885802602654705,0.18166166156760488,0.14270454145311087,0.2317012596100918,0.14819815749726165,1.0000000000000004,0.24768533023911832,0.14686554780658884,0.36656403070280535,0.41641785287004673,0.2560232212617311,0.13818867431068743,0.17238454101676848,0.17072752152665188
0.23025925766909414,0.03807972992882235,0.19711801299530884,0.11620272767815859,0.2621311267766566,0.2845101260828739,0.24768533023911832,0.9999999999999993,0.24193956079235568,0.1513660796938761,0.23279959974676695,0.22245788478128367,0.12441596908881913,0.14198898831186754,0.2019139112704531
0.19414309378204975,0.3361925703531824,0.3401560861184193,0.3997986992265774,0.0033817758571397447,0.25741453042349005,0.14686554780658884,0.24193956079235568,1.0,0.12283635900673659,0.2380421573788525,0.05224274574137083,-0.02549706285438627,0.33073037420046136,0.032831420754309254
0.20172688023882585,0.43503344843677993,0.43475504761105965,0.4576962538956052,0.3295090891815621,0.26798391498994073,0.36656403070280535,0.1513660796938761,0.12283635900673659,1.0000000000000002,0.4535793634220996,0.25093525222798835,0.27315642111251603,0.2460055103074949,0.43013023155004126
0.0746757900768204,0.30372487274187454,0.28806958022626067,0.41446129688538014,0.3037548440109151,0.2062643049139304,0.41641785287004673,0.23279959974676695,0.2380421573788525,0.4535793634220996,1.0000000000000004,0.2865232200540877,0.25353184667182,0.23780995142895592,0.3072050797732595
0.32527267842808305,-0.013286200556817118,0.09245164625635867,0.19465032516660152,0.33476002549260714,0.11896147052803546,0.2560232212617311,0.22245788478128367,0.05224274574137083,0.25093525222798835,0.2865232200540877,1.0000000000000002,0.31529607022578654,0.19889910542326222,0.12296140216164633
0.22655476470519267,-0.02648217687331729,0.13243188606207507,0.12067972830472935,0.3165474828667686,0.024877841866747658,0.13818867431068746,0.12441596908881909,-0.025497062854386264,0.273156421112516,0.25353184667181994,0.3152960702257866,1.0,0.2955698875811705,0.2669150023837399
0.22297490720834856,0.09517416033074766,0.09171939256277048,0.3301534035388981,0.12760760969824564,0.12700853232912412,0.17238454101676842,0.14198898831186757,0.33073037420046136,0.24600551030749485,0.23780995142895583,0.19889910542326222,0.2955698875811705,0.9999999999999999,0.30939006253128165
0.10404420475724013,0.25602967762251927,0.22632812451764728,0.42660439923297483,0.35059110131932664,0.13019547297573553,0.1707275215266519,0.20191391127045305,0.032831420754309275,0.43013023155004126,0.3072050797732595,0.12296140216164633,0.2669150023837399,0.30939006253128165,0.9999999999999998
